object_key,actual_label,predicted_labels,model_count,high_confidence_wrong_count,reason,risk_score_0_100,risk_category
20307070,0,"[0, 1]",3,0,model_family_disagreement,15.583673,low
20307564,0,"[0, 1]",3,0,model_family_disagreement,22.468905,moderate
20307918,0,"[0, 1]",3,0,model_family_disagreement,18.80974,low
20308041,0,"[0, 1]",3,0,model_family_disagreement,26.466324,moderate
20308043,0,"[0, 1]",3,0,model_family_disagreement,29.735431,moderate
20309214,0,"[0, 1]",3,0,model_family_disagreement,26.659706,moderate
20309662,0,"[0, 1]",3,0,model_family_disagreement,26.366357,moderate
20310842,0,"[0, 1]",3,0,model_family_disagreement,28.392664,moderate
20311044,1,"[0, 1]",3,0,model_family_disagreement,36.536499,moderate
20311066,1,"[0, 1]",3,0,model_family_disagreement,36.292862,moderate
20311554,0,"[0, 1]",3,0,model_family_disagreement,20.923749,moderate
20311555,0,"[0, 1]",3,0,model_family_disagreement,28.614244,moderate
20312942,0,"[0, 1]",3,0,model_family_disagreement,33.256374,moderate
20312956,0,"[0, 1]",3,0,model_family_disagreement,28.489895,moderate
20313276,0,"[0, 1]",3,0,model_family_disagreement,27.744582,moderate
20313538,0,"[0, 1]",3,0,model_family_disagreement,30.324528,moderate
20313552,0,"[0, 1]",3,0,model_family_disagreement,25.809352,moderate
20313809,0,"[0, 1]",3,0,model_family_disagreement,26.222359,moderate
20314082,1,"[0, 1]",3,0,model_family_disagreement,37.319854,moderate
20315098,0,"[0, 1]",3,0,model_family_disagreement,21.894044,moderate
20317643,0,"[0, 1]",3,0,model_family_disagreement,26.996437,moderate
20319988,0,"[0, 1]",3,0,model_family_disagreement,28.005417,moderate
20322705,0,"[0, 1]",3,0,model_family_disagreement,28.346749,moderate
20322756,0,"[0, 1]",3,0,model_family_disagreement,28.093222,moderate
20323179,0,"[0, 1]",3,0,model_family_disagreement,21.892803,moderate
20323300,0,"[0, 1]",3,0,model_family_disagreement,25.856622,moderate
20325102,0,"[0, 1]",3,0,model_family_disagreement,21.092237,moderate
20326302,0,"[0, 1]",3,0,model_family_disagreement,28.005052,moderate
20326354,0,"[0, 1]",3,0,model_family_disagreement,24.759241,moderate
20326386,0,"[0, 1]",3,0,model_family_disagreement,27.811107,moderate
20326388,0,"[0, 1]",3,0,model_family_disagreement,20.148143,moderate
20329275,0,"[0, 1]",3,0,model_family_disagreement,26.312583,moderate
20329338,0,"[0, 1]",3,0,model_family_disagreement,28.471791,moderate
20329770,0,"[0, 1]",3,0,model_family_disagreement,30.372319,moderate
20329774,0,"[0, 1]",3,0,model_family_disagreement,30.95175,moderate
20330233,1,"[0, 1]",3,0,model_family_disagreement,39.556506,moderate
20330809,0,"[0, 1]",3,0,model_family_disagreement,28.406734,moderate
20331471,0,"[0, 1]",3,1,model_family_disagreement,34.163905,moderate
20331769,0,"[0, 1]",3,0,model_family_disagreement,26.007155,moderate
20331990,0,"[0, 1]",3,0,model_family_disagreement,27.262457,moderate
20332775,0,"[0, 1]",3,0,model_family_disagreement,20.001275,moderate
20333478,0,"[0, 1]",3,0,model_family_disagreement,29.210532,moderate
20333480,0,"[0, 1]",3,0,model_family_disagreement,25.677706,moderate
20333510,0,"[0, 1]",3,0,model_family_disagreement,27.750717,moderate
20333578,1,"[0, 1]",3,0,model_family_disagreement,23.243254,moderate
20333707,0,"[0, 1]",3,0,model_family_disagreement,28.043755,moderate
20333755,0,"[0, 1]",3,0,model_family_disagreement,26.295531,moderate
20337248,0,"[0, 1]",3,0,model_family_disagreement,19.798471,low
20337252,0,"[0, 1]",3,0,model_family_disagreement,25.605781,moderate
20337345,0,"[0, 1]",3,0,model_family_disagreement,23.483961,moderate
20338292,0,"[0, 1]",3,0,model_family_disagreement,27.728158,moderate
20339715,0,"[0, 1]",3,0,model_family_disagreement,29.343823,moderate
20340291,0,"[0, 1]",3,0,model_family_disagreement,29.571291,moderate
20340666,0,"[0, 1]",3,0,model_family_disagreement,29.278033,moderate
20341050,0,"[0, 1]",3,0,model_family_disagreement,22.62948,moderate
20343166,0,"[0, 1]",3,0,model_family_disagreement,21.465235,moderate
20344074,0,"[0, 1]",3,0,model_family_disagreement,27.048192,moderate
20345705,0,"[0, 1]",3,0,model_family_disagreement,20.832073,moderate
20345722,0,"[0, 1]",3,0,model_family_disagreement,21.099936,moderate
20347634,0,"[0, 1]",3,0,model_family_disagreement,27.113361,moderate
20348314,1,"[0, 1]",3,0,model_family_disagreement,32.04191,moderate
20348400,1,"[0, 1]",3,0,model_family_disagreement,32.290057,moderate
20348461,0,"[0, 1]",3,0,model_family_disagreement,31.196089,moderate
20349068,1,"[0, 1]",3,0,model_family_disagreement,23.943263,moderate
20349074,0,"[0, 1]",3,0,model_family_disagreement,21.097003,moderate
20349925,0,"[0, 1]",3,0,model_family_disagreement,20.58985,moderate
20349928,0,"[0, 1]",3,0,model_family_disagreement,29.488487,moderate
20350462,0,"[0, 1]",3,0,model_family_disagreement,22.159696,moderate
20350713,0,"[0, 1]",3,0,model_family_disagreement,23.543976,moderate
20351278,0,"[0, 1]",3,0,model_family_disagreement,27.062699,moderate
20351331,0,"[0, 1]",3,0,model_family_disagreement,26.832269,moderate
20351340,0,"[0, 1]",3,0,model_family_disagreement,29.242947,moderate
20351370,0,"[0, 1]",3,1,model_family_disagreement,31.422114,moderate
20351545,0,"[0, 1]",3,0,model_family_disagreement,28.622413,moderate
20352102,1,"[0, 1]",3,0,model_family_disagreement,32.592728,moderate
20354876,0,"[0, 1]",3,0,model_family_disagreement,27.805462,moderate
20355046,0,"[0, 1]",3,0,model_family_disagreement,26.910876,moderate
20356394,0,"[0, 1]",3,0,model_family_disagreement,25.410953,moderate
20356991,1,"[0, 1]",3,0,model_family_disagreement,38.316539,moderate
20357022,1,"[0, 1]",3,0,model_family_disagreement,22.783067,moderate
20357439,1,"[0, 1]",3,0,model_family_disagreement,35.232408,moderate
20357594,1,"[0, 1]",3,0,model_family_disagreement,35.617012,moderate
20357621,0,"[0, 1]",3,0,model_family_disagreement,30.420659,moderate
20358453,0,"[0, 1]",3,0,model_family_disagreement,26.589816,moderate
20359242,0,"[0, 1]",3,0,model_family_disagreement,29.845865,moderate
20359592,0,"[0, 1]",3,0,model_family_disagreement,25.59446,moderate
20360502,0,"[0, 1]",3,0,model_family_disagreement,23.669367,moderate
20361518,0,"[0, 1]",3,0,model_family_disagreement,32.387608,moderate
20361689,0,"[0, 1]",3,0,model_family_disagreement,29.948955,moderate
20361754,1,"[0, 1]",3,0,model_family_disagreement,31.039729,moderate
20362310,0,"[0, 1]",3,0,model_family_disagreement,30.631101,moderate
20363071,0,"[0, 1]",3,0,model_family_disagreement,27.596981,moderate
20363084,1,"[0, 1]",3,0,model_family_disagreement,30.538581,moderate
20363267,0,"[0, 1]",3,0,model_family_disagreement,29.699733,moderate
20363298,0,"[0, 1]",3,0,model_family_disagreement,32.663472,moderate
20363344,0,"[0, 1]",3,0,model_family_disagreement,29.152438,moderate
20363831,1,"[0, 1]",3,0,model_family_disagreement,21.329541,moderate
20364877,0,"[0, 1]",3,1,model_family_disagreement,22.124634,moderate
20365071,1,"[0, 1]",3,0,model_family_disagreement,25.036913,moderate
20365246,0,"[0, 1]",3,0,model_family_disagreement,32.090724,moderate
20365449,0,"[0, 1]",3,0,model_family_disagreement,17.653282,low
20366774,1,"[0, 1]",3,0,model_family_disagreement,26.111035,moderate
20367684,0,"[0, 1]",3,0,model_family_disagreement,19.418745,low
20367943,0,"[0, 1]",3,0,model_family_disagreement,29.7389,moderate
20368184,0,"[0, 1]",3,0,model_family_disagreement,18.277665,low
20368203,1,"[0, 1]",3,0,model_family_disagreement,34.571365,moderate
20369264,1,"[0, 1]",3,0,model_family_disagreement,28.22182,moderate
20369296,0,"[0, 1]",3,1,model_family_disagreement,32.036912,moderate
20369452,0,"[0, 1]",3,0,model_family_disagreement,29.388389,moderate
20369454,0,"[0, 1]",3,0,model_family_disagreement,21.184242,moderate
20369984,0,"[0, 1]",3,0,model_family_disagreement,26.113023,moderate
20371336,0,"[0, 1]",3,0,model_family_disagreement,21.440038,moderate
20373503,0,"[0, 1]",3,0,model_family_disagreement,27.386998,moderate
20374038,1,"[0, 1]",3,0,model_family_disagreement,37.804497,moderate
20374267,0,"[0, 1]",3,0,model_family_disagreement,30.952673,moderate
20374851,1,"[0, 1]",3,0,model_family_disagreement,39.043818,moderate
20375103,1,"[0, 1]",3,0,model_family_disagreement,33.599266,moderate
20375657,0,"[0, 1]",3,0,model_family_disagreement,26.832558,moderate
20376707,0,"[0, 1]",3,0,model_family_disagreement,29.764359,moderate
20376788,0,"[0, 1]",3,0,model_family_disagreement,27.652349,moderate
20376848,0,"[0, 1]",3,0,model_family_disagreement,28.51506,moderate
20378124,0,"[0, 1]",3,0,model_family_disagreement,29.537201,moderate
20378358,1,"[0, 1]",3,0,model_family_disagreement,31.747569,moderate
20378842,0,"[0, 1]",3,0,model_family_disagreement,28.646695,moderate
20380128,0,"[0, 1]",3,0,model_family_disagreement,27.313512,moderate
20380455,0,"[0, 1]",3,0,model_family_disagreement,29.914195,moderate
20380476,0,"[0, 1]",3,0,model_family_disagreement,25.739292,moderate
20380818,0,"[0, 1]",3,0,model_family_disagreement,25.742687,moderate
20380981,1,"[0, 1]",3,0,model_family_disagreement,31.720988,moderate
20381989,0,"[0, 1]",3,0,model_family_disagreement,21.581333,moderate
20382825,1,"[0, 1]",3,0,model_family_disagreement,34.844781,moderate
20382875,0,"[0, 1]",3,0,model_family_disagreement,24.24311,moderate
20385252,1,"[0, 1]",3,0,model_family_disagreement,33.054982,moderate
20385343,1,"[0, 1]",3,0,model_family_disagreement,31.934345,moderate
20385402,0,"[0, 1]",3,0,model_family_disagreement,26.844947,moderate
20385497,0,"[0, 1]",3,0,model_family_disagreement,27.779364,moderate
20385843,0,"[0, 1]",3,0,model_family_disagreement,27.896869,moderate
20386504,0,"[0, 1]",3,0,model_family_disagreement,27.42046,moderate
20387733,0,"[0, 1]",3,0,model_family_disagreement,17.987106,low
20387746,1,"[0, 1]",3,0,model_family_disagreement,26.725053,moderate
20387793,0,"[0, 1]",3,0,model_family_disagreement,30.849495,moderate
20387816,0,"[0, 1]",3,0,model_family_disagreement,29.011945,moderate
20387871,0,"[0, 1]",3,0,model_family_disagreement,28.307611,moderate
20388189,0,"[0, 1]",3,0,model_family_disagreement,17.617001,low
20388798,0,"[0, 1]",3,0,model_family_disagreement,30.196853,moderate
20390522,0,"[0, 1]",3,0,model_family_disagreement,29.077229,moderate
20390929,1,"[0, 1]",3,0,model_family_disagreement,32.560608,moderate
20391151,0,"[0, 1]",3,1,model_family_disagreement,26.684581,moderate
20391211,1,"[0, 1]",3,0,model_family_disagreement,22.824864,moderate
20391508,0,"[0, 1]",3,0,model_family_disagreement,28.896852,moderate
20392476,0,"[0, 1]",3,0,model_family_disagreement,27.796565,moderate
20392704,0,"[0, 1]",3,0,model_family_disagreement,27.046988,moderate
20393569,0,"[0, 1]",3,0,model_family_disagreement,17.372333,low
20394130,0,"[0, 1]",3,1,model_family_disagreement,26.373356,moderate
20394392,0,"[0, 1]",3,0,model_family_disagreement,22.6527,moderate
20395143,0,"[0, 1]",3,0,model_family_disagreement,19.726038,low
20395207,1,"[0, 1]",3,0,model_family_disagreement,28.413234,moderate
20396593,0,"[0, 1]",3,0,model_family_disagreement,29.290116,moderate
20396730,0,"[0, 1]",3,0,model_family_disagreement,27.497705,moderate
20396793,0,"[0, 1]",3,0,model_family_disagreement,26.358797,moderate
20397237,0,"[0, 1]",3,0,model_family_disagreement,22.575877,moderate
20397474,0,"[0, 1]",3,0,model_family_disagreement,31.292301,moderate
20397847,0,"[0, 1]",3,0,model_family_disagreement,27.723789,moderate
20399308,0,"[0, 1]",3,0,model_family_disagreement,24.900836,moderate
20399325,0,"[0, 1]",3,0,model_family_disagreement,22.835278,moderate
20399433,0,"[0, 1]",3,0,model_family_disagreement,25.415945,moderate
20399611,0,"[0, 1]",3,0,model_family_disagreement,27.211629,moderate
20399774,1,"[0, 1]",3,0,model_family_disagreement,35.368251,moderate
20401857,0,"[0, 1]",3,0,model_family_disagreement,28.842131,moderate
20401885,0,"[0, 1]",3,0,model_family_disagreement,25.871727,moderate
20401998,0,"[0, 1]",3,1,model_family_disagreement,29.811105,moderate
20403039,0,"[0, 1]",3,0,model_family_disagreement,24.223985,moderate
20406952,0,"[0, 1]",3,0,model_family_disagreement,24.684929,moderate
20407324,0,"[0, 1]",3,0,model_family_disagreement,18.614255,low
20407338,0,"[0, 1]",3,0,model_family_disagreement,30.615195,moderate
20408752,0,"[0, 1]",3,0,model_family_disagreement,31.145483,moderate
20408980,0,"[0, 1]",3,0,model_family_disagreement,30.963075,moderate
20408982,0,"[0, 1]",3,0,model_family_disagreement,26.798431,moderate
20410649,0,"[0, 1]",3,0,model_family_disagreement,24.787453,moderate
20410777,0,"[0, 1]",3,0,model_family_disagreement,27.014456,moderate
20410778,1,"[0, 1]",3,0,model_family_disagreement,29.727603,moderate
20411165,0,"[0, 1]",3,0,model_family_disagreement,19.93021,low
20412977,0,"[0, 1]",3,0,model_family_disagreement,28.802052,moderate
20413563,0,"[0, 1]",3,0,model_family_disagreement,29.578635,moderate
20414772,0,"[0, 1]",3,0,model_family_disagreement,21.736854,moderate
20414800,0,"[0, 1]",3,0,model_family_disagreement,27.795596,moderate
20415027,0,"[0, 1]",3,0,model_family_disagreement,28.421125,moderate
20415029,1,"[0, 1]",3,0,model_family_disagreement,39.956573,moderate
20415745,1,"[0, 1]",3,0,model_family_disagreement,36.524965,moderate
20415949,0,"[0, 1]",3,0,model_family_disagreement,30.98326,moderate
20416002,0,"[0, 1]",3,0,model_family_disagreement,28.717022,moderate
20416151,0,"[0, 1]",3,0,model_family_disagreement,27.408079,moderate
20416186,0,"[0, 1]",3,0,model_family_disagreement,24.628708,moderate
20416283,0,"[0, 1]",3,0,model_family_disagreement,23.6749,moderate
20417210,0,"[0, 1]",3,0,model_family_disagreement,26.467949,moderate
20417634,1,"[0, 1]",3,0,model_family_disagreement,26.44734,moderate
20417655,0,"[0, 1]",3,0,model_family_disagreement,28.365308,moderate
20417871,1,"[0, 1]",3,0,model_family_disagreement,36.148679,moderate
20417874,0,"[0, 1]",3,1,model_family_disagreement,30.718571,moderate
20417949,1,"[0, 1]",3,0,model_family_disagreement,37.297444,moderate
20418094,1,"[0, 1]",3,0,model_family_disagreement,27.126959,moderate
20418135,1,"[0, 1]",3,0,model_family_disagreement,33.382601,moderate
20418198,0,"[0, 1]",3,0,model_family_disagreement,29.426833,moderate
20418265,0,"[0, 1]",3,0,model_family_disagreement,31.18937,moderate
20418797,0,"[0, 1]",3,0,model_family_disagreement,18.790863,low
20418849,1,"[0, 1]",3,0,model_family_disagreement,29.413108,moderate
20418896,0,"[0, 1]",3,0,model_family_disagreement,25.764446,moderate
20419472,1,"[0, 1]",3,0,model_family_disagreement,25.632841,moderate
20419922,0,"[0, 1]",3,0,model_family_disagreement,30.55025,moderate
20420591,0,"[0, 1]",3,0,model_family_disagreement,28.785189,moderate
20420738,0,"[0, 1]",3,0,model_family_disagreement,24.880012,moderate
20422638,0,"[0, 1]",3,0,model_family_disagreement,18.277422,low
20422787,1,"[0, 1]",3,0,model_family_disagreement,37.462633,moderate
20423022,0,"[0, 1]",3,0,model_family_disagreement,29.045238,moderate
20423100,0,"[0, 1]",3,0,model_family_disagreement,29.511434,moderate
20423321,1,"[0, 1]",3,0,model_family_disagreement,23.835301,moderate
20424392,0,"[0, 1]",3,0,model_family_disagreement,18.549735,low
20424965,0,"[0, 1]",3,0,model_family_disagreement,32.562035,moderate
20426071,0,"[0, 1]",3,0,model_family_disagreement,28.616588,moderate
20427684,0,"[0, 1]",3,0,model_family_disagreement,26.436973,moderate
20427778,0,"[0, 1]",3,0,model_family_disagreement,25.898902,moderate
20428209,1,"[0, 1]",3,0,model_family_disagreement,32.385233,moderate
20428223,0,"[0, 1]",3,0,model_family_disagreement,25.914312,moderate
20428694,0,"[0, 1]",3,0,model_family_disagreement,30.468587,moderate
20429389,0,"[0, 1]",3,0,model_family_disagreement,25.330981,moderate
20429736,0,"[0, 1]",3,0,model_family_disagreement,27.478,moderate
20430440,1,"[0, 1]",3,0,model_family_disagreement,33.74073,moderate
20431698,0,"[0, 1]",3,0,model_family_disagreement,29.341018,moderate
20431760,0,"[0, 1]",3,1,model_family_disagreement,33.01228,moderate
20432509,0,"[0, 1]",3,0,model_family_disagreement,29.720564,moderate
20433303,0,"[0, 1]",3,0,model_family_disagreement,26.798124,moderate
20433939,0,"[0, 1]",3,0,model_family_disagreement,25.743973,moderate
20434313,0,"[0, 1]",3,0,model_family_disagreement,27.325482,moderate
20434326,1,"[0, 1]",3,0,model_family_disagreement,34.653612,moderate
20434500,0,"[0, 1]",3,0,model_family_disagreement,25.252361,moderate
20434632,0,"[0, 1]",3,0,model_family_disagreement,19.910752,low
20434677,1,"[0, 1]",3,1,model_family_disagreement,34.824405,moderate
20434734,1,"[0, 1]",3,0,model_family_disagreement,36.70072,moderate
20434786,0,"[0, 1]",3,0,model_family_disagreement,29.35119,moderate
20435159,1,"[0, 1]",3,0,model_family_disagreement,38.434258,moderate
20435441,0,"[0, 1]",3,0,model_family_disagreement,27.000398,moderate
20435548,1,"[0, 1]",3,0,model_family_disagreement,34.565056,moderate
20436030,0,"[0, 1]",3,0,model_family_disagreement,20.784863,moderate
20436037,0,"[0, 1]",3,0,model_family_disagreement,30.061517,moderate
20436116,0,"[0, 1]",3,0,model_family_disagreement,23.644283,moderate
20436325,0,"[0, 1]",3,0,model_family_disagreement,19.855927,low
20436329,1,"[0, 1]",3,0,model_family_disagreement,31.294216,moderate
20436671,1,"[0, 1]",3,0,model_family_disagreement,30.164944,moderate
20436763,0,"[0, 1]",3,0,model_family_disagreement,28.499533,moderate
20436771,0,"[0, 1]",3,0,model_family_disagreement,29.468503,moderate
20436775,0,"[0, 1]",3,0,model_family_disagreement,31.138125,moderate
20437965,0,"[0, 1]",3,0,model_family_disagreement,28.74061,moderate
20438107,0,"[0, 1]",3,0,model_family_disagreement,20.045395,moderate
20438116,0,"[0, 1]",3,0,model_family_disagreement,34.242904,moderate
20438990,0,"[0, 1]",3,0,model_family_disagreement,25.905939,moderate
20439313,1,"[0, 1]",3,0,model_family_disagreement,29.735391,moderate
20442037,1,"[0, 1]",3,0,model_family_disagreement,29.604274,moderate
20443104,0,"[0, 1]",3,0,model_family_disagreement,40.765705,elevated
20443806,1,"[0, 1]",3,0,model_family_disagreement,21.314965,moderate
20443880,1,"[0, 1]",3,0,model_family_disagreement,21.386648,moderate
20445025,0,"[0, 1]",3,0,model_family_disagreement,25.751704,moderate
20445305,1,"[0, 1]",3,0,model_family_disagreement,27.97999,moderate
20445775,0,"[0, 1]",3,0,model_family_disagreement,31.765121,moderate
20445830,0,"[0, 1]",3,0,model_family_disagreement,31.096182,moderate
20446833,0,"[0, 1]",3,0,model_family_disagreement,26.63088,moderate
20446924,0,"[0, 1]",3,0,model_family_disagreement,27.129056,moderate
20447221,0,"[0, 1]",3,0,model_family_disagreement,25.227934,moderate
20447903,0,"[0, 1]",3,0,model_family_disagreement,28.864727,moderate
20448003,1,"[0, 1]",3,0,model_family_disagreement,34.79457,moderate
20448628,0,"[0, 1]",3,0,model_family_disagreement,26.669699,moderate
20449089,0,"[0, 1]",3,0,model_family_disagreement,26.974897,moderate
20449107,0,"[0, 1]",3,0,model_family_disagreement,28.388112,moderate
20450159,0,"[0, 1]",3,0,model_family_disagreement,21.825983,moderate
20450237,0,"[0, 1]",3,0,model_family_disagreement,24.189388,moderate
20450270,1,"[0, 1]",3,0,model_family_disagreement,31.477299,moderate
20450293,1,"[0, 1]",3,0,model_family_disagreement,35.889226,moderate
20450649,0,"[0, 1]",3,0,model_family_disagreement,28.837801,moderate
20450894,1,"[0, 1]",3,0,model_family_disagreement,35.914191,moderate
20451003,0,"[0, 1]",3,0,model_family_disagreement,29.689042,moderate
20451124,1,"[0, 1]",3,0,model_family_disagreement,32.756816,moderate
20451297,1,"[0, 1]",3,0,model_family_disagreement,37.285645,moderate
20452334,0,"[0, 1]",3,0,model_family_disagreement,25.936127,moderate
20452376,1,"[0, 1]",3,0,model_family_disagreement,29.953877,moderate
20452389,0,"[0, 1]",3,0,model_family_disagreement,20.086176,moderate
20452639,0,"[0, 1]",3,1,model_family_disagreement,25.598382,moderate
20453707,1,"[0, 1]",3,0,model_family_disagreement,21.930696,moderate
20453729,1,"[0, 1]",3,0,model_family_disagreement,33.162667,moderate
20453778,1,"[0, 1]",3,0,model_family_disagreement,32.787721,moderate
20455299,1,"[0, 1]",3,0,model_family_disagreement,22.297718,moderate
20455415,0,"[0, 1]",3,0,model_family_disagreement,24.629134,moderate
20455426,0,"[0, 1]",3,1,model_family_disagreement,24.739812,moderate
20455554,0,"[0, 1]",3,0,model_family_disagreement,30.004298,moderate
20455588,0,"[0, 1]",3,0,model_family_disagreement,24.938892,moderate
20455659,0,"[0, 1]",3,0,model_family_disagreement,24.140318,moderate
20455687,1,"[0, 1]",3,0,model_family_disagreement,31.515165,moderate
20455795,0,"[0, 1]",3,0,model_family_disagreement,22.684276,moderate
20455956,0,"[0, 1]",3,0,model_family_disagreement,24.456636,moderate
20456537,0,"[0, 1]",3,0,model_family_disagreement,20.37015,moderate
20456898,0,"[0, 1]",3,0,model_family_disagreement,30.719283,moderate
20456973,0,"[0, 1]",3,0,model_family_disagreement,29.019189,moderate
20457059,0,"[0, 1]",3,0,model_family_disagreement,27.605572,moderate
20457647,0,"[0, 1]",3,0,model_family_disagreement,23.514455,moderate
20457662,1,"[0, 1]",3,0,model_family_disagreement,26.132278,moderate
20457663,0,"[0, 1]",3,0,model_family_disagreement,27.281729,moderate
20457768,1,"[0, 1]",3,0,model_family_disagreement,36.203128,moderate
20457912,0,"[0, 1]",3,0,model_family_disagreement,27.576557,moderate
20458062,0,"[0, 1]",3,0,model_family_disagreement,27.260249,moderate
20458418,1,"[0, 1]",3,0,model_family_disagreement,37.84799,moderate
20458436,1,"[0, 1]",3,0,model_family_disagreement,26.028812,moderate
20458452,0,"[0, 1]",3,0,model_family_disagreement,28.916094,moderate
20458723,1,"[0, 1]",3,0,model_family_disagreement,31.556208,moderate
20459046,0,"[0, 1]",3,0,model_family_disagreement,30.47845,moderate
20459119,0,"[0, 1]",3,0,model_family_disagreement,30.273956,moderate
20459200,0,"[0, 1]",3,0,model_family_disagreement,25.264814,moderate
20459458,0,"[0, 1]",3,0,model_family_disagreement,29.046693,moderate
20459462,0,"[0, 1]",3,0,model_family_disagreement,27.736974,moderate
20459872,0,"[0, 1]",3,0,model_family_disagreement,24.175868,moderate
20461852,1,"[0, 1]",3,0,model_family_disagreement,36.835907,moderate
20462041,0,"[0, 1]",3,0,model_family_disagreement,24.463686,moderate
20463282,0,"[0, 1]",3,0,model_family_disagreement,30.609964,moderate
20463664,0,"[0, 1]",3,0,model_family_disagreement,20.303363,moderate
20464798,0,"[0, 1]",3,0,model_family_disagreement,20.499966,moderate
20465402,0,"[0, 1]",3,1,model_family_disagreement,32.725095,moderate
20465826,1,"[0, 1]",3,0,model_family_disagreement,19.360093,low
20466130,1,"[0, 1]",3,1,model_family_disagreement,35.098587,moderate
20466507,0,"[0, 1]",3,0,model_family_disagreement,27.443196,moderate
20466508,1,"[0, 1]",3,0,model_family_disagreement,34.007858,moderate
20467317,1,"[0, 1]",3,0,model_family_disagreement,29.743682,moderate
20467352,0,"[0, 1]",3,0,model_family_disagreement,17.926471,low
20467372,0,"[0, 1]",3,0,model_family_disagreement,21.848063,moderate
20467609,0,"[0, 1]",3,0,model_family_disagreement,25.682993,moderate
20467917,0,"[0, 1]",3,0,model_family_disagreement,27.290725,moderate
20468117,0,"[0, 1]",3,0,model_family_disagreement,18.700688,low
20468540,0,"[0, 1]",3,0,model_family_disagreement,27.56115,moderate
20468541,0,"[0, 1]",3,0,model_family_disagreement,25.353359,moderate
20468583,0,"[0, 1]",3,0,model_family_disagreement,31.630078,moderate
20469219,0,"[0, 1]",3,0,model_family_disagreement,23.047137,moderate
20469356,0,"[0, 1]",3,0,model_family_disagreement,30.623,moderate
20469445,0,"[0, 1]",3,0,model_family_disagreement,23.652052,moderate
20469513,0,"[0, 1]",3,0,model_family_disagreement,18.64149,low
20469727,0,"[0, 1]",3,0,model_family_disagreement,30.344588,moderate
20469737,0,"[0, 1]",3,0,model_family_disagreement,28.66078,moderate
20470975,0,"[0, 1]",3,0,model_family_disagreement,25.109669,moderate
20471083,0,"[0, 1]",3,0,model_family_disagreement,18.578292,low
20471487,0,"[0, 1]",3,0,model_family_disagreement,26.196879,moderate
20471926,0,"[0, 1]",3,0,model_family_disagreement,33.833453,moderate
20471956,0,"[0, 1]",3,0,model_family_disagreement,29.487249,moderate
20471984,0,"[0, 1]",3,0,model_family_disagreement,28.642799,moderate
20472263,0,"[0, 1]",3,0,model_family_disagreement,31.866918,moderate
20474238,0,"[0, 1]",3,0,model_family_disagreement,24.237503,moderate
20474451,0,"[0, 1]",3,0,model_family_disagreement,25.112491,moderate
20474611,0,"[0, 1]",3,0,model_family_disagreement,29.975318,moderate
20475016,0,"[0, 1]",3,0,model_family_disagreement,27.222685,moderate
20476093,0,"[0, 1]",3,0,model_family_disagreement,28.426515,moderate
20476187,0,"[0, 1]",3,0,model_family_disagreement,25.444385,moderate
20476601,1,"[0, 1]",3,0,model_family_disagreement,33.457525,moderate
20476904,0,"[0, 1]",3,0,model_family_disagreement,29.18853,moderate
20477162,1,"[0, 1]",3,0,model_family_disagreement,29.289776,moderate
20477327,0,"[0, 1]",3,0,model_family_disagreement,31.198355,moderate
20477519,1,"[0, 1]",3,0,model_family_disagreement,23.547287,moderate
20477588,0,"[0, 1]",3,0,model_family_disagreement,19.817071,low
20478574,1,"[0, 1]",3,0,model_family_disagreement,37.795765,moderate
20478784,0,"[0, 1]",3,0,model_family_disagreement,24.444294,moderate
20479345,0,"[0, 1]",3,0,model_family_disagreement,27.539066,moderate
20480808,1,"[0, 1]",3,0,model_family_disagreement,31.278543,moderate
20480823,0,"[0, 1]",3,0,model_family_disagreement,27.238661,moderate
20480922,0,"[0, 1]",3,0,model_family_disagreement,26.596616,moderate
20480927,0,"[0, 1]",3,0,model_family_disagreement,28.844544,moderate
20481025,0,"[0, 1]",3,0,model_family_disagreement,26.112866,moderate
20481127,0,"[0, 1]",3,0,model_family_disagreement,26.131604,moderate
20481327,1,"[0, 1]",3,0,model_family_disagreement,20.291759,moderate
20481442,0,"[0, 1]",3,0,model_family_disagreement,24.819096,moderate
20481532,1,"[0, 1]",3,0,model_family_disagreement,30.612315,moderate
20481542,0,"[0, 1]",3,0,model_family_disagreement,27.807873,moderate
20481918,0,"[0, 1]",3,0,model_family_disagreement,29.641411,moderate
20481965,0,"[0, 1]",3,0,model_family_disagreement,24.557029,moderate
20482234,0,"[0, 1]",3,0,model_family_disagreement,22.57515,moderate
20482250,1,"[0, 1]",3,0,model_family_disagreement,32.224138,moderate
20482344,1,"[0, 1]",3,0,model_family_disagreement,30.068548,moderate
20482467,1,"[0, 1]",3,0,model_family_disagreement,32.880223,moderate
20482505,0,"[0, 1]",3,0,model_family_disagreement,27.682527,moderate
20482533,0,"[0, 1]",3,0,model_family_disagreement,30.406262,moderate
20482562,0,"[0, 1]",3,0,model_family_disagreement,26.982792,moderate
20482566,0,"[0, 1]",3,0,model_family_disagreement,25.680991,moderate
20482650,1,"[0, 1]",3,0,model_family_disagreement,33.913106,moderate
20482718,0,"[0, 1]",3,0,model_family_disagreement,23.977423,moderate
20482766,1,"[0, 1]",3,0,model_family_disagreement,34.538391,moderate
20483471,0,"[0, 1]",3,0,model_family_disagreement,29.433941,moderate
